Number,Name,Type1,Type2,Total,Attack,Defense,SP Attack,SP Defense,Speed,Weight,Ability1,Ability2,AbilityHA,Possible Moves
0263,Zigzagoon,Dark,Normal,240,38,30,41,30,41,17.5 kg (38.6 lbs),Pickup,Gluttony,Quick Feet,"Attract, Baby-Doll Eyes, Belly Drum, Blizzard, Charge Beam, Charm, Covet, Cut, Dig, Double Team, Double-Edge, Endure, Extreme Speed, Facade, Flail, Fling, Grass Knot, Growl, Headbutt, Helping Hand, Ice Beam, Iron Tail, Mud-Slap, Pin Missile, Protect, Rain Dance, Rest, Rock Smash, Sand Attack, Shadow Ball, Shock Wave, Simple Beam, Sleep Talk, Substitute, Sunny Day, Surf, Swagger, Tackle, Tail Whip, Take Down, Thief, Thunder, Thunder Wave, Thunderbolt, Tickle, Trick, Water Pulse, Work Up"
0264,Linoone,Normal,,420,78,70,61,50,61,32.5 kg (71.7 lbs),Pickup,Gluttony,Quick Feet,"Attract, Baby-Doll Eyes, Belly Drum, Blizzard, Charge Beam, Charm, Covet, Cut, Dig, Double Team, Double-Edge, Endure, Extreme Speed, Facade, Flail, Fling, Fury Swipes, Giga Impact, Grass Knot, Growl, Headbutt, Helping Hand, Hone Claws, Hyper Beam, Ice Beam, Iron Tail, Mud-Slap, Pin Missile, Protect, Rain Dance, Rest, Roar, Rock Smash, Sand Attack, Shadow Ball, Shadow Claw, Shock Wave, Simple Beam, Slash, Sleep Talk, Strength, Substitute, Sunny Day, Surf, Swagger, Switcheroo, Tackle, Tail Whip, Take Down, Thief, Thunder, Thunder Wave, Thunderbolt, Tickle, Trick, Water Pulse, Work Up"
0264,Linoone,Dark,Normal,420,78,70,61,50,61,32.5 kg (71.7 lbs),Pickup,Gluttony,Quick Feet,"Attract, Baby-Doll Eyes, Belly Drum, Blizzard, Charge Beam, Charm, Covet, Cut, Dig, Double Team, Double-Edge, Endure, Extreme Speed, Facade, Flail, Fling, Fury Swipes, Giga Impact, Grass Knot, Growl, Headbutt, Helping Hand, Hone Claws, Hyper Beam, Ice Beam, Iron Tail, Mud-Slap, Pin Missile, Protect, Rain Dance, Rest, Roar, Rock Smash, Sand Attack, Shadow Ball, Shadow Claw, Shock Wave, Simple Beam, Slash, Sleep Talk, Strength, Substitute, Sunny Day, Surf, Swagger, Switcheroo, Tackle, Tail Whip, Take Down, Thief, Thunder, Thunder Wave, Thunderbolt, Tickle, Trick, Water Pulse, Work Up"
0265,Wurmple,Bug,,195,45,45,35,20,30,3.6 kg (7.9 lbs),Shield Dust,,Run Away,"Bug Bite, Poison Sting, String Shot, Tackle"
0266,Silcoon,Bug,,205,50,35,55,25,25,10.0 kg (22.0 lbs),Shed Skin,,,"Harden, Iron Defense, Poison Sting, Tackle"
0267,Beautifly,Bug,Flying,395,60,70,50,100,50,28.4 kg (62.6 lbs),Swarm,,Rivalry,"Absorb, Aerial Ace, Air Cutter, Air Slash, Attract, Bug Bite, Bug Buzz, Defog, Double Team, Endure, Energy Ball, Facade, Flash, Giga Drain, Giga Impact, Gust, Harden, Hyper Beam, Iron Defense, Leech Life, Mega Drain, Morning Sun, Poison Sting, Protect, Psychic, Quiver Dance, Rest, Roost, Safeguard, Shadow Ball, Silver Wind, Sleep Talk, Solar Beam, String Shot, Stun Spore, Substitute, Sunny Day, Swagger, Tackle, Thief, U-turn, Venoshock, Whirlwind"
0268,Cascoon,Bug,,205,50,35,55,25,25,11.5 kg (25.4 lbs),Shed Skin,,,"Harden, Iron Defense, Poison Sting, Tackle"
0269,Dustox,Bug,Poison,385,60,50,70,50,90,31.6 kg (69.7 lbs),Shield Dust,,Compound Eyes,"Aerial Ace, Attract, Bug Bite, Bug Buzz, Confusion, Defog, Double Team, Endure, Energy Ball, Extrasensory, Facade, Flash, Giga Drain, Giga Impact, Gust, Harden, Hyper Beam, Iron Defense, Leech Life, Light Screen, Moonlight, Poison Powder, Poison Sting, Protect, Psybeam, Psychic, Quiver Dance, Rest, Roost, Shadow Ball, Silver Wind, Sleep Talk, Sludge Bomb, Solar Beam, String Shot, Substitute, Sunny Day, Swagger, Tackle, Thief, Toxic, U-turn, Venoshock, Whirlwind"
0270,Lotad,Water,Grass,220,40,30,30,40,50,2.6 kg (5.7 lbs),Swift Swim,Rain Dish,Own Tempo,"Absorb, Astonish, Attract, Blizzard, Bubble Beam, Bullet Seed, Counter, Double Team, Endure, Energy Ball, Facade, Flail, Flash, Giga Drain, Grass Knot, Growl, Hail, Ice Beam, Leech Seed, Mega Drain, Mist, Nature Power, Protect, Rain Dance, Razor Leaf, Rest, Scald, Sleep Talk, Solar Beam, Substitute, Sunny Day, Surf, Swagger, Sweet Scent, Swords Dance, Synthesis, Teeter Dance, Thief, Tickle, Water Gun, Water Pulse, Zen Headbutt"
0271,Lombre,Water,Grass,340,60,50,50,60,70,32.5 kg (71.7 lbs),Swift Swim,Rain Dish,Own Tempo,"Absorb, Astonish, Attract, Blizzard, Brick Break, Bubble Beam, Bullet Seed, Counter, Double Team, Drain Punch, Endure, Energy Ball, Facade, Fake Out, Flail, Flash, Fling, Fury Swipes, Giga Drain, Grass Knot, Growl, Hail, Hydro Pump, Ice Beam, Knock Off, Leech Seed, Mega Drain, Mist, Nature Power, Protect, Rain Dance, Razor Leaf, Rest, Rock Smash, Scald, Sleep Talk, Solar Beam, Strength, Substitute, Sunny Day, Surf, Swagger, Sweet Scent, Swords Dance, Synthesis, Teeter Dance, Thief, Tickle, Water Gun, Water Pulse, Waterfall, Zen Headbutt"
0272,Ludicolo,Water,Grass,480,80,70,70,90,100,55.0 kg (121.3 lbs),Swift Swim,Rain Dish,Own Tempo,"Absorb, Astonish, Attract, Blizzard, Brick Break, Bubble Beam, Bullet Seed, Counter, Double Team, Drain Punch, Endure, Energy Ball, Facade, Fake Out, Flail, Flash, Fling, Focus Blast, Focus Punch, Fury Swipes, Giga Drain, Giga Impact, Grass Knot, Growl, Hail, Hydro Pump, Hyper Beam, Ice Beam, Knock Off, Leech Seed, Mega Drain, Mist, Nature Power, Protect, Rain Dance, Razor Leaf, Rest, Rock Climb, Rock Smash, Scald, Sleep Talk, Solar Beam, Strength, Substitute, Sunny Day, Surf, Swagger, Sweet Scent, Swords Dance, Synthesis, Teeter Dance, Thief, Tickle, Water Gun, Water Pulse, Waterfall, Zen Headbutt"
0273,Seedot,Grass,,220,40,40,50,30,30,4.0 kg (8.8 lbs),Chlorophyll,Early Bird,Pickpocket,"Absorb, Amnesia, Astonish, Attract, Beat Up, Bullet Seed, Dig, Double Team, Endure, Energy Ball, Explosion, Facade, False Swipe, Flash, Foul Play, Giga Drain, Grass Knot, Grassy Terrain, Growth, Harden, Leech Seed, Mega Drain, Nasty Plot, Nature Power, Night Slash, Payback, Power Swap, Protect, Quick Attack, Rest, Rock Smash, Rollout, Shadow Ball, Sleep Talk, Solar Beam, Substitute, Sucker Punch, Sunny Day, Swagger, Swords Dance, Synthesis, Tackle, Take Down, Worry Seed"
0274,Nuzleaf,Grass,Dark,340,70,70,40,60,40,28.0 kg (61.7 lbs),Chlorophyll,Early Bird,Pickpocket,"Absorb, Air Cutter, Amnesia, Astonish, Attract, Beat Up, Brick Break, Bullet Seed, Cut, Dark Pulse, Dig, Double Team, Endure, Energy Ball, Explosion, Extrasensory, Facade, Fake Out, False Swipe, Flash, Fling, Foul Play, Giga Drain, Grass Knot, Grassy Terrain, Growth, Harden, Hyper Beam, Leaf Blade, Leech Seed, Low Sweep, Mega Drain, Nasty Plot, Nature Power, Night Slash, Payback, Power Swap, Protect, Psych Up, Quick Attack, Razor Leaf, Rest, Rock Slide, Rock Smash, Rock Tomb, Rollout, Shadow Ball, Sleep Talk, Snarl, Solar Beam, Strength, Substitute, Sucker Punch, Sunny Day, Swagger, Swords Dance, Synthesis, Tackle, Take Down, Thief, Torment, Worry Seed"
0275,Shiftry,Grass,Dark,480,90,100,60,90,60,59.6 kg (131.4 lbs),Chlorophyll,Early Bird,Pickpocket,"Absorb, Aerial Ace, Air Cutter, Amnesia, Astonish, Attract, Beat Up, Brick Break, Bullet Seed, Cut, Dark Pulse, Defog, Dig, Double Team, Endure, Energy Ball, Explosion, Extrasensory, Facade, Fake Out, False Swipe, Flash, Fling, Focus Blast, Foul Play, Giga Drain, Giga Impact, Grass Knot, Grassy Terrain, Growth, Harden, Hurricane, Hyper Beam, Leaf Blade, Leaf Tornado, Leech Seed, Low Sweep, Mega Drain, Nasty Plot, Nature Power, Night Slash, Payback, Power Swap, Protect, Psych Up, Quick Attack, Razor Leaf, Rest, Rock Slide, Rock Smash, Rock Tomb, Rollout, Shadow Ball, Sleep Talk, Snarl, Solar Beam, Strength, Substitute, Sucker Punch, Sunny Day, Swagger, Swords Dance, Synthesis, Tackle, Take Down, Thief, Torment, Whirlwind, Worry Seed, X-Scissor"
0276,Taillow,Normal,Flying,270,40,55,30,30,30,2.3 kg (5.1 lbs),Guts,,Scrappy,"Aerial Ace, Agility, Air Slash, Attract, Boomburst, Brave Bird, Defog, Double Team, Endeavor, Endure, Facade, Fly, Focus Energy, Growl, Hurricane, Peck, Pluck, Protect, Quick Attack, Quick Guard, Rain Dance, Rest, Reversal, Roost, Sky Attack, Sleep Talk, Steel Wing, Substitute, Sunny Day, Supersonic, Swagger, Thief, U-turn, Whirlwind, Wing Attack, Work Up"
0277,Swellow,Normal,Flying,455,60,85,60,75,50,19.8 kg (43.7 lbs),Guts,,Scrappy,"Aerial Ace, Agility, Air Slash, Attract, Boomburst, Brave Bird, Defog, Double Team, Endeavor, Endure, Facade, Fly, Focus Energy, Giga Impact, Growl, Hurricane, Hyper Beam, Peck, Pluck, Protect, Quick Attack, Quick Guard, Rain Dance, Rest, Reversal, Roost, Sky Attack, Sleep Talk, Steel Wing, Substitute, Sunny Day, Supersonic, Swagger, Thief, U-turn, Whirlwind, Wing Attack, Work Up"
0278,Wingull,Water,Flying,270,40,30,30,55,30,9.5 kg (20.9 lbs),Keen Eye,Hydration,Rain Dish,"Acrobatics, Aerial Ace, Agility, Air Cutter, Air Slash, Aqua Ring, Blizzard, Brave Bird, Chilling Water, Endure, Facade, Fly, Growl, Gust, Helping Hand, Hurricane, Hydro Pump, Ice Beam, Icy Wind, Knock Off, Liquidation, Mist, Protect, Quick Attack, Rain Dance, Rest, Roost, Sleep Talk, Snowscape, Soak, Substitute, Supersonic, Surf, Swift, Tailwind, Take Down, Tera Blast, Thief, Twister, U-turn, Water Gun, Water Pulse, Waterfall, Wide Guard, Wing Attack"
0279,Pelipper,Water,Flying,440,60,50,100,95,70,28.0 kg (61.7 lbs),Keen Eye,Drizzle,Rain Dish,"Acrobatics, Aerial Ace, Agility, Air Cutter, Air Slash, Aqua Ring, Blizzard, Body Slam, Brave Bird, Chilling Water, Endure, Facade, Fling, Fly, Giga Impact, Growl, Gunk Shot, Gust, Helping Hand, Hurricane, Hydro Pump, Hyper Beam, Ice Beam, Icy Wind, Knock Off, Liquidation, Mist, Protect, Quick Attack, Rain Dance, Rest, Roost, Seed Bomb, Sleep Talk, Snowscape, Soak, Spit Up, Stockpile, Substitute, Supersonic, Surf, Swallow, Swift, Tailwind, Take Down, Tera Blast, Thief, Twister, U-turn, Water Gun, Water Pulse, Waterfall, Wide Guard, Wing Attack"
0280,Ralts,Psychic,Fairy,198,28,25,25,45,35,6.6 kg (14.6 lbs),Synchronize,Trace,Telepathy,"Body Slam, Calm Mind, Charge Beam, Charm, Confuse Ray, Confusion, Dazzling Gleam, Destiny Bond, Disable, Disarming Voice, Double Team, Draining Kiss, Dream Eater, Encore, Endure, Facade, Fire Punch, Fling, Future Sight, Grass Knot, Growl, Heal Pulse, Helping Hand, Hyper Voice, Hypnosis, Ice Punch, Icy Wind, Imprison, Knock Off, Life Dew, Light Screen, Magical Leaf, Mean Look, Memento, Metronome, Misty Terrain, Mystical Fire, Protect, Psybeam, Psychic, Psychic Terrain, Psyshock, Rain Dance, Reflect, Rest, Shadow Ball, Shadow Sneak, Skill Swap, Sleep Talk, Stored Power, Substitute, Sunny Day, Swift, Taunt, Teleport, Tera Blast, Thief, Thunder Punch, Thunder Wave, Thunderbolt, Trick, Trick Room, Will-O-Wisp, Zen Headbutt"
0281,Kirlia,Psychic,Fairy,278,38,35,35,65,55,20.2 kg (44.5 lbs),Synchronize,Trace,Telepathy,"Body Slam, Calm Mind, Charge Beam, Charm, Confuse Ray, Confusion, Dazzling Gleam, Destiny Bond, Disable, Disarming Voice, Double Team, Draining Kiss, Dream Eater, Encore, Endure, Facade, Fire Punch, Fling, Future Sight, Grass Knot, Growl, Heal Pulse, Helping Hand, Hyper Beam, Hyper Voice, Hypnosis, Ice Punch, Icy Wind, Imprison, Knock Off, Life Dew, Light Screen, Magical Leaf, Mean Look, Memento, Metronome, Misty Terrain, Mystical Fire, Protect, Psybeam, Psychic, Psychic Terrain, Psyshock, Rain Dance, Reflect, Rest, Shadow Ball, Shadow Sneak, Skill Swap, Sleep Talk, Stored Power, Substitute, Sunny Day, Swift, Taunt, Teleport, Tera Blast, Thief, Thunder Punch, Thunder Wave, Thunderbolt, Trick, Trick Room, Will-O-Wisp, Zen Headbutt"
0282,Gardevoir,Psychic,Fairy,518,68,65,65,125,115,48.4 kg (106.7 lbs),Synchronize,Trace,Telepathy,"Aura Sphere, Body Slam, Calm Mind, Charge Beam, Charm, Confuse Ray, Confusion, Dazzling Gleam, Destiny Bond, Disable, Disarming Voice, Double Team, Draining Kiss, Dream Eater, Encore, Endure, Energy Ball, Facade, Fire Punch, Fling, Focus Blast, Future Sight, Giga Impact, Grass Knot, Growl, Heal Pulse, Healing Wish, Helping Hand, Hyper Beam, Hyper Voice, Hypnosis, Ice Punch, Icy Wind, Imprison, Knock Off, Life Dew, Light Screen, Magical Leaf, Mean Look, Memento, Metronome, Misty Terrain, Moonblast, Mystical Fire, Night Shade, Protect, Psybeam, Psychic, Psychic Terrain, Psyshock, Rain Dance, Reflect, Rest, Shadow Ball, Shadow Sneak, Skill Swap, Sleep Talk, Stored Power, Substitute, Sunny Day, Swift, Taunt, Teleport, Tera Blast, Thief, Thunder Punch, Thunder Wave, Thunderbolt, Trick, Trick Room, Will-O-Wisp, Wish, Zen Headbutt"
0282,Gardevoir,Psychic,Fairy,618,68,85,65,165,135,48.4 kg (106.7 lbs),Synchronize,Trace,Telepathy,"Aura Sphere, Body Slam, Calm Mind, Charge Beam, Charm, Confuse Ray, Confusion, Dazzling Gleam, Destiny Bond, Disable, Disarming Voice, Double Team, Draining Kiss, Dream Eater, Encore, Endure, Energy Ball, Facade, Fire Punch, Fling, Focus Blast, Future Sight, Giga Impact, Grass Knot, Growl, Heal Pulse, Healing Wish, Helping Hand, Hyper Beam, Hyper Voice, Hypnosis, Ice Punch, Icy Wind, Imprison, Knock Off, Life Dew, Light Screen, Magical Leaf, Mean Look, Memento, Metronome, Misty Terrain, Moonblast, Mystical Fire, Night Shade, Protect, Psybeam, Psychic, Psychic Terrain, Psyshock, Rain Dance, Reflect, Rest, Shadow Ball, Shadow Sneak, Skill Swap, Sleep Talk, Stored Power, Substitute, Sunny Day, Swift, Taunt, Teleport, Tera Blast, Thief, Thunder Punch, Thunder Wave, Thunderbolt, Trick, Trick Room, Will-O-Wisp, Wish, Zen Headbutt"
0283,Surskit,Bug,Water,269,40,30,32,50,52,1.7 kg (3.7 lbs),Swift Swim,,Rain Dish,"Acrobatics, Agility, Aqua Jet, Baton Pass, Blizzard, Bubble Beam, Bug Bite, Bug Buzz, Chilling Water, Endure, Facade, Fell Stinger, Giga Drain, Haze, Helping Hand, Hydro Pump, Ice Beam, Icy Wind, Leech Life, Liquidation, Lunge, Mist, Mud Shot, Mud-Slap, Pounce, Power Split, Protect, Psybeam, Quick Attack, Rain Dance, Rest, Shadow Ball, Sleep Talk, Soak, Solar Beam, Sticky Web, Struggle Bug, Substitute, Sunny Day, Surf, Sweet Scent, Take Down, Tera Blast, Thief, Water Gun, Water Pulse, Waterfall"
0284,Masquerain,Bug,Flying,454,70,60,62,100,82,3.6 kg (7.9 lbs),Intimidate,,Unnerve,"Acrobatics, Aerial Ace, Agility, Air Cutter, Air Slash, Aqua Jet, Baton Pass, Blizzard, Bubble Beam, Bug Bite, Bug Buzz, Chilling Water, Endure, Energy Ball, Facade, Fell Stinger, Foul Play, Giga Drain, Giga Impact, Gust, Haze, Helping Hand, Hurricane, Hydro Pump, Hyper Beam, Ice Beam, Icy Wind, Leech Life, Liquidation, Lunge, Mist, Mud Shot, Mud-Slap, Pounce, Power Split, Protect, Psybeam, Quick Attack, Quiver Dance, Rain Dance, Rest, Scary Face, Shadow Ball, Sleep Talk, Soak, Solar Beam, Sticky Web, Struggle Bug, Stun Spore, Substitute, Sunny Day, Supersonic, Surf, Sweet Scent, Swift, Tailwind, Take Down, Tera Blast, Thief, U-turn, Water Gun, Water Pulse, Waterfall, Whirlwind"
0285,Shroomish,Grass,,295,60,40,60,40,60,4.5 kg (9.9 lbs),Effect Spore,Poison Heal,Quick Feet,"Absorb, Body Slam, Bullet Seed, Charm, Drain Punch, Endure, Energy Ball, Facade, Fake Tears, False Swipe, Giga Drain, Grass Knot, Grassy Terrain, Growth, Gunk Shot, Headbutt, Helping Hand, Leech Seed, Magical Leaf, Mega Drain, Poison Powder, Pounce, Protect, Rain Dance, Rest, Seed Bomb, Sleep Talk, Sludge Bomb, Solar Beam, Spore, Stun Spore, Substitute, Sunny Day, Swift, Tackle, Take Down, Tera Blast, Toxic, Venoshock, Worry Seed, Zen Headbutt"
0286,Breloom,Grass,Fighting,460,60,130,80,60,60,39.2 kg (86.4 lbs),Effect Spore,Poison Heal,Technician,"Absorb, Aerial Ace, Body Slam, Brick Break, Bulk Up, Bulldoze, Bullet Seed, Charm, Close Combat, Counter, Dig, Drain Punch, Dynamic Punch, Endure, Energy Ball, Facade, Fake Tears, False Swipe, Feint, Fling, Focus Blast, Focus Punch, Force Palm, Giga Drain, Giga Impact, Grass Knot, Grassy Terrain, Growth, Gunk Shot, Headbutt, Helping Hand, Hyper Beam, Leaf Storm, Leech Seed, Low Kick, Low Sweep, Mach Punch, Magical Leaf, Mega Drain, Mud Shot, Mud-Slap, Poison Jab, Poison Powder, Pounce, Protect, Rain Dance, Rest, Reversal, Rock Slide, Rock Tomb, Seed Bomb, Sleep Talk, Sludge Bomb, Solar Beam, Stone Edge, Stun Spore, Substitute, Sunny Day, Swift, Swords Dance, Tackle, Take Down, Tera Blast, Thunder Punch, Toxic, Venoshock, Worry Seed, Zen Headbutt"
0287,Slakoth,Normal,,280,60,60,60,35,35,24.0 kg (52.9 lbs),Truant,,,"Aerial Ace, After You, Amnesia, Blizzard, Body Slam, Brick Break, Bulk Up, Chilling Water, Counter, Covet, Crush Claw, Curse, Encore, Endure, Facade, False Swipe, Fire Blast, Fire Punch, Flail, Flamethrower, Fling, Gunk Shot, Hammer Arm, Headbutt, Helping Hand, Ice Beam, Ice Punch, Icy Wind, Metal Claw, Metronome, Mud Shot, Mud-Slap, Night Slash, Play Rough, Poison Jab, Protect, Rain Dance, Rest, Rock Slide, Rock Tomb, Scratch, Seed Bomb, Shadow Ball, Shadow Claw, Slack Off, Slash, Sleep Talk, Snore, Solar Beam, Substitute, Sunny Day, Take Down, Tera Blast, Thief, Throat Chop, Thunder, Thunder Punch, Thunderbolt, Tickle, X-Scissor, Yawn, Zen Headbutt"
0288,Vigoroth,Normal,,440,80,80,80,55,55,46.5 kg (102.5 lbs),Vital Spirit,,,"Aerial Ace, After You, Amnesia, Blizzard, Body Slam, Brick Break, Bulk Up, Bulldoze, Chilling Water, Counter, Covet, Crush Claw, Curse, Dig, Drain Punch, Earthquake, Encore, Endure, Facade, False Swipe, Fire Blast, Fire Punch, Flail, Flamethrower, Fling, Focus Blast, Focus Energy, Focus Punch, Fury Swipes, Gunk Shot, Hammer Arm, Headbutt, Helping Hand, Hyper Voice, Ice Beam, Ice Punch, Icy Wind, Low Kick, Low Sweep, Metal Claw, Metronome, Mud Shot, Mud-Slap, Night Slash, Outrage, Play Rough, Poison Jab, Protect, Rain Dance, Rest, Reversal, Rock Slide, Rock Tomb, Scary Face, Scratch, Seed Bomb, Shadow Ball, Shadow Claw, Slack Off, Slash, Sleep Talk, Snore, Solar Beam, Stomping Tantrum, Substitute, Sunny Day, Take Down, Taunt, Tera Blast, Thief, Throat Chop, Thunder, Thunder Punch, Thunder Wave, Thunderbolt, Tickle, Trailblaze, Uproar, X-Scissor, Yawn, Zen Headbutt"
0289,Slaking,Normal,,670,150,160,100,95,65,130.5 kg (287.7 lbs),Truant,,,"Aerial Ace, After You, Amnesia, Blizzard, Body Press, Body Slam, Brick Break, Bulk Up, Bulldoze, Chilling Water, Counter, Covet, Crush Claw, Curse, Dig, Drain Punch, Earthquake, Encore, Endure, Facade, False Swipe, Fire Blast, Fire Punch, Flail, Flamethrower, Fling, Focus Blast, Giga Impact, Gunk Shot, Hammer Arm, Heavy Slam, Helping Hand, Hyper Beam, Hyper Voice, Ice Beam, Ice Punch, Icy Wind, Low Kick, Low Sweep, Mega Kick, Metal Claw, Metronome, Mud Shot, Mud-Slap, Night Slash, Outrage, Play Rough, Poison Jab, Pounce, Protect, Rain Dance, Rest, Reversal, Rock Slide, Rock Tomb, Scary Face, Scratch, Seed Bomb, Shadow Ball, Shadow Claw, Slack Off, Slash, Sleep Talk, Snore, Solar Beam, Stomping Tantrum, Substitute, Sucker Punch, Sunny Day, Swagger, Take Down, Taunt, Tera Blast, Thief, Throat Chop, Thunder, Thunder Punch, Thunder Wave, Thunderbolt, Tickle, Trailblaze, Wild Charge, X-Scissor, Yawn, Zen Headbutt"
0290,Nincada,Bug,Ground,266,31,45,90,30,30,5.5 kg (12.1 lbs),Compound Eyes,,Run Away,"Absorb, Aerial Ace, Bug Bite, Bug Buzz, Cut, Dig, Double Team, Endure, Facade, False Swipe, Final Gambit, Flail, Flash, Fury Swipes, Giga Drain, Gust, Harden, Metal Claw, Mind Reader, Mud-Slap, Night Slash, Protect, Rest, Sand Attack, Sandstorm, Scratch, Shadow Ball, Sleep Talk, Solar Beam, Substitute, Sunny Day, Swagger, X-Scissor"
0291,Ninjask,Bug,Flying,456,61,90,45,50,50,12.0 kg (26.5 lbs),Speed Boost,,Infiltrator,"Absorb, Aerial Ace, Agility, Baton Pass, Bug Bite, Bug Buzz, Cut, Defog, Dig, Double Team, Endure, Facade, False Swipe, Final Gambit, Flail, Flash, Fury Cutter, Fury Swipes, Giga Drain, Giga Impact, Gust, Harden, Hyper Beam, Metal Claw, Mind Reader, Mud-Slap, Night Slash, Protect, Rest, Roost, Sand Attack, Sandstorm, Scratch, Screech, Shadow Ball, Slash, Sleep Talk, Solar Beam, Substitute, Sunny Day, Swagger, Swords Dance, Thief, U-turn, X-Scissor"
0292,Shedinja,Bug,Ghost,236,1,90,45,30,30,1.2 kg (2.6 lbs),Wonder Guard,,,"Absorb, Aerial Ace, Bug Bite, Bug Buzz, Confuse Ray, Cut, Dig, Double Team, Dream Eater, Endure, Facade, False Swipe, Final Gambit, Flail, Flash, Fury Swipes, Giga Drain, Giga Impact, Grudge, Gust, Harden, Hyper Beam, Metal Claw, Mind Reader, Mud-Slap, Night Slash, Phantom Force, Protect, Rest, Sand Attack, Sandstorm, Scratch, Shadow Ball, Shadow Claw, Shadow Sneak, Sleep Talk, Solar Beam, Spite, Substitute, Sunny Day, Swagger, Thief, Will-O-Wisp, X-Scissor"
0293,Whismur,Normal,,240,64,51,23,51,23,16.3 kg (35.9 lbs),Soundproof,,Rattled,"Astonish, Attract, Blizzard, Circle Throw, Disarming Voice, Double Team, Echoed Voice, Endeavor, Endure, Extrasensory, Facade, Fake Tears, Fire Blast, Flamethrower, Fling, Hammer Arm, Howl, Hyper Voice, Ice Beam, Pound, Protect, Rain Dance, Rest, Roar, Screech, Shadow Ball, Shock Wave, Sleep Talk, Smokescreen, Snore, Solar Beam, Stomp, Substitute, Sunny Day, Supersonic, Swagger, Take Down, Uproar, Water Pulse, Whirlwind, Work Up"
0294,Loudred,Normal,,360,84,71,43,71,43,40.5 kg (89.3 lbs),Soundproof,,Scrappy,"Astonish, Attract, Bite, Blizzard, Brick Break, Bulldoze, Circle Throw, Disarming Voice, Double Team, Earthquake, Echoed Voice, Endeavor, Endure, Extrasensory, Facade, Fake Tears, Fire Blast, Flamethrower, Fling, Hammer Arm, Howl, Hyper Voice, Ice Beam, Overheat, Pound, Protect, Rain Dance, Rest, Roar, Rock Slide, Rock Smash, Rock Tomb, Screech, Shadow Ball, Shock Wave, Sleep Talk, Smokescreen, Snore, Solar Beam, Stomp, Strength, Substitute, Sunny Day, Supersonic, Swagger, Take Down, Taunt, Torment, Uproar, Water Pulse, Whirlwind, Work Up"
0295,Exploud,Normal,,490,104,91,63,91,73,84.0 kg (185.2 lbs),Soundproof,,Scrappy,"Astonish, Attract, Avalanche, Bite, Blizzard, Boomburst, Brick Break, Bulldoze, Circle Throw, Crunch, Disarming Voice, Double Team, Earthquake, Echoed Voice, Endeavor, Endure, Extrasensory, Facade, Fake Tears, Fire Blast, Fire Fang, Flamethrower, Fling, Focus Blast, Giga Impact, Hammer Arm, Howl, Hyper Beam, Hyper Voice, Ice Beam, Ice Fang, Overheat, Pound, Protect, Rain Dance, Rest, Roar, Rock Climb, Rock Slide, Rock Smash, Rock Tomb, Screech, Shadow Ball, Shock Wave, Sleep Talk, Smokescreen, Snore, Solar Beam, Stomp, Strength, Substitute, Sunny Day, Supersonic, Surf, Swagger, Take Down, Taunt, Thunder Fang, Torment, Uproar, Water Pulse, Whirlwind, Work Up"
